internalID,ID,raMedian,decMedian,X,Y,spCl,spSubCl,Var_Type,Var_subType,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodGLS,PeriodLS,PeriodWMCC,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,g-i,g-r,r-i,SDSS,SDSSo,RAJ2000,DEJ2000,THINGID,Plate,MJD,Fiber,z.v,z.b,e_z.b,f_z.b,z.PCA,e_z.PCA,qCont,zCIV,zCIII,zMgII,Morph,Btarg1,Atarg1,Atarg2,eBtarg0,NspBOSS,f7,Plate7,MJD7,Fiber7,US,alphanu,SNRSpec,SNR1700,SNR3000,SNR5150,FW(CIV),HW(CIV)b,HW(CIV)r,A(CIV),W(CIV),e_W(CIV),FW(CIII),HW(CIII)b,HW(CIII)r,A(CIII),W(CIII),e_W(CIII),FW(MgII),HW(MgII)b,HW(MgII)r,A(MgII),W(MgII),e_W(MgII),BAL-VI,BI(CIVt),e_BI(CIVt),AI(CIVt),e_AI(CIVt),Chi2CIVt,N2t,Vmin2t,Vmax2t,N.45t,Vmin.45t,Vmax.45t,W(SiIVt),W(CIVt),W(AlIIIt),RUN,Ph-MJD,Rerun,Colcam,Field,objID,Fu,Fg,Fr,Fi,Fz,IVFu,IVFg,IVFr,IVFi,IVFz,umag,gmag,rmag,imag_2,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,Fut,Fgt,Frt,Fit,Fzt,iMAG_2a,D(g-i),Extu,Extg,Extr,Exti,Extz,ExtuR,ExtgR,ExtrR,ExtiR,ExtzR,logNHI,Varmatch,Varchi2,VarA,Vargamma,logXct,SNR(X),sepX,NDetX,F0.2-12,e_F0.2-12,F0.2-2,e_F0.2-2,F4.5-12,e_F4.5-12,F0.2-12W,e_F0.2-12W,L0.2-12,L0.5-2,L4.5-12,L0.2-2W,f_F4.5-12,sepXM,GALEX,FFUV,IVFUV,FNUV,IVNUV,Jmag,e_Jmag,SNR(J),f_Jmag,Hmag,e_Hmag,SNR(H),f_Hmag,Kmag,e_Kmag,SNR(K),f_Kmag,Sep2,W1mag,e_W1mag,W1SNR,W1chi2,W2mag,e_W2mag,W2SNR,W2chi2,W3mag,e_W3mag,W3SNR,W3chi2,W4mag,e_W4mag,W4SNR,W4chi2,CCflags,PHflag,sepW,UKIDSS,FY,e_FY,FJ,e_FJ,FH,e_FH,FK,e_FK,FIRST,F1p,SNR(1),sep1,DR12,DR7,Separation
Blind15A_38_N23_0086_1500,HiTS101822-023559,154.592478997,-2.59973401006,86.0549868017,1500.69293461,QSO,BROADLINE,QSO,,0.0392572596169,0.71981871932,1.0,0.259259259259,29.3132595547,-0.024977830752,0.683776128591,0.0,102.184035838,0.203811823125,0.278440164543,0.479139279842,0.69122841296,0.837678748562,0.0256621442144,0.00947365465632,0.00582147355005,0.0112972009093,0.0,-1.4097938416,-1.57996932137,-0.212934479843,0.01557566868,0.00399815374634,0.0095904768568,0.0127462985896,0.0,-0.839302244805,1.6529652713,2.05318992582,0.0138075685629,0.00715491048355,0.00322211795574,0.0058545239348,0.0,0.476374560465,-1.73983443494,-1.16936944017,0.0225202418826,0.00173752405055,0.799193159592,20.0437071347,0.00118438715431,0.0150822895298,0.296296296296,0.0666666666667,0.00263998449408,0.00405810036982,5.48444380158,5.56217162222,0.00470057334859,0.988636383834,0.300821228246,1.01620937969,0.0320339014456,0.300821228246,0.438638046425,0.134589399997,-0.524729291357,0.0237395092551,0.857212544571,0.70254246072,0.0126222443049,-0.196034559853,0.208656804158,101822.14-023559.5,101822.14-023559.5,154.592271,-2.599884,57086111,3784,55269,110,2.41257,2.41257,4.13E-4,0,2.413068,,0.04907,2.4122,2.4092,2.3934,0,3298535555072,0,0,0,0,0,,,,2,-0.4326,1.18,1.08,0.92,-1.0,4524.1,2390.6,2133.5,20.91,59.1,2.47,5631.2,2485.3,3145.9,4.92,29.0,1.58,4381.3,1761.9,2619.4,1.44,17.7,1.5,0,,,,,,0,,,0,,,,,,1140,51586,301,2,11,1237650369933935095,4.24651,8.76264,8.57753,9.26918,12.7465,10.407295,34.10994,26.129469,14.34924,1.275088,20.929,20.143,20.166,20.082,19.733,0.079,0.021,0.025,0.031,0.075,3.54708,8.53968,8.253,9.03583,12.9544,-25.84,-0.017,0.196,0.143851,0.104333,0.079113,0.056092,0.253365,0.19742,0.136574,0.101489,0.075489,21.77,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.2645,7.793,0.4263,8.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,5.15235E-31,2.868E-32,5.0208E-31,3.64815E-32,5.72279E-31,4.25132E-32,8.26291E-31,5.94391E-32,0,,,,DR12,DR7,0.9225467710799676
Blind15A_43_N8_1794_3637,HiTS102445-022624,156.191377792,-2.4400907981,1794.35388737,3637.00972242,QSO,BROADLINE,QSO,,0.113834486441,0.465324889624,1.0,0.275862068966,0.328337733967,0.0153160692199,63.0819918417,0.0,65.1910618108,0.143899226023,0.307224356855,0.365320684997,0.46311245934,0.860270890197,0.0652355604238,0.00463081678127,0.00771376414436,0.0208818780894,0.0,1.7212205714,0.114793964602,0.290143736212,0.0281668209036,0.00316728287835,0.0169197362812,0.00302861619639,0.0,-0.12266972859,-0.57584831759,-0.228963842616,0.0311884890546,0.00804992282611,0.00983814994351,0.00306833182832,0.0,-0.325360335967,0.404343808147,-0.975848070898,-0.0388766559515,-0.00631868888606,1.35117810094,20.7121982555,0.00272481041165,0.0365314768,0.310344827586,-0.133333333333,0.00665015604519,0.00905733572904,0.942227807377,0.0771340317411,0.00392249152908,0.451090861305,0.261193496023,1.24699346108,0.0694879551141,0.340260064067,-0.389781710439,0.067312799998,0.389183253785,0.0564368134546,0.828535240898,0.696030678017,0.25877929814,0.0139650821999,0.24481421594,102445.92-022623.8,102445.92-022623.8,156.191343,-2.439948,58323296,3770,55234,232,0.54914,0.54914,2.1E-4,0,0.548915,5.39E-4,0.0833,-1.0,-1.0,0.5493,0,2199023910912,0,0,0,0,0,,,,0,500.0,1.43,-1.0,5.21,0.61,,,,-1.0,,,,,,-1.0,,,2405.7,1241.0,1164.8,4.47,32.2,2.44,0,,,,,,0,,,0,,,,,,1241,51607,301,3,119,1237650804269580598,2.38181,3.77564,4.19044,5.35419,6.81063,7.883741,28.830488,19.020342,10.128424,0.663752,21.554,21.057,20.944,20.677,20.404,0.161,0.053,0.059,0.064,0.191,-1.0,-1.0,-1.0,-1.0,-1.0,-21.75,0.058,0.223,0.163812,0.11881,0.09009,0.063875,0.225294,0.175547,0.121443,0.090245,0.067126,21.786,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,1.2905,2.2705,3.1852,3.4278,,,,,,,,,,,,,,16.33,0.076,14.2,0.94,15.494,0.123,8.8,0.89,11.823,0.302,3.6,0.82,8.658,,0.8,0.0,0000,ABBU,0.19,0,0.0,,,,,,,,0,,,,DR12,DR7,0.5290847216088544
Blind15A_43_N16_1236_3699,HiTS102716-023354,156.818043663,-2.56504089956,1236.71856952,3699.42183323,QSO,BROADLINE,QSO,,0.12799272138,0.322223013007,1.0,0.357142857143,18.2294209592,-0.0547332370153,1.1764962233,0.0,121.198130396,0.147156900553,0.285936115027,0.488870345662,0.569247457373,0.861514254664,0.0664584171192,0.0092098920118,0.0217879314638,0.00791933742192,0.0,-1.4314152482,-2.13606582622,-0.867488181225,0.0430625832903,0.019509674592,0.0114202786928,0.0153659983361,0.0,0.232400253404,-0.0562574922961,0.729309173214,0.0332476904319,0.0102918398531,0.0124099005506,0.0178006941488,0.0,1.61089764322,1.775048081,-0.0680001295373,0.0128162628638,-0.00127487812749,2.69744823657,21.4468449115,0.00323850152835,0.045856617525,0.25,-0.0333333333333,0.00634751130525,0.0108553465319,0.316571560815,0.238380888571,0.00548998096903,0.995254360642,0.2172596725,1.22310539628,0.0898769709178,0.301609267019,0.164797703472,0.067312799998,-0.28028396872,0.0694556400243,0.849814089204,0.758753870101,0.112633358376,-0.227454343759,0.340087702135,102716.30-023353.7,102716.30-023353.7,156.817929,-2.564932,58236181,3770,55234,74,2.931937,2.931937,1.78E-4,0,2.950652,0.00117,0.1818,2.934,2.936,-1.0,0,3298535030784,0,0,0,0,0,,,,2,-1.7489,1.27,1.45,-1.0,-1.0,3800.4,1309.9,2490.4,6.28,86.1,3.26,4933.7,1517.0,3416.7,2.1,38.8,10.4,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1241,51607,301,3,123,1237650804269842894,-0.0904986,3.58961,3.51082,3.37456,4.74084,7.724698,36.731056,19.157251,10.946259,0.58129,24.98,21.112,21.135,21.176,20.785,1.328,0.05,0.07,0.097,0.287,-0.0904986,3.58961,3.51082,3.37456,4.74084,-25.18,-0.298,0.194,0.142916,0.103655,0.078598,0.055727,0.221048,0.172239,0.119154,0.088544,0.065861,21.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,,,,,,,,,,,,,,,,,17.17,0.142,7.6,0.95,17.191,0.492,2.2,0.89,12.385,,,0.78,8.894,,-0.9,0.0,0000,BCUU,0.84,0,0.0,,,,,,,,0,,,,DR12,DR7,0.5689866440636535
Blind15A_43_N17_1942_3873,HiTS102834-023700,157.141823524,-2.61679399923,1942.4387,3873.5570537,QSO,BROADLINE,QSO,,1.10514350019,0.998005113795,3.0,0.241379310345,3.39370990943,0.421867184916,5.51686227682,0.0,1.62176351412,0.0393869419228,0.145228845701,0.304279084492,0.687184928008,0.974231358424,0.898908105057,0.529686993363,0.432112444159,0.196738419862,0.0,2.35128069327,1.42240882481,-0.100599591238,0.642801883309,0.122492594979,0.0376873577635,0.283313270835,0.0,0.290309395688,-0.0386741683128,0.0315349376709,0.369369989429,0.117720857644,0.230535766815,0.0556869195357,0.0,2.21056684991,0.999386312829,2.23277426571,-0.581564784609,-0.0315001281967,2.76991039075,18.7226301778,0.036647720416,0.43019882148,0.379310344828,-0.133333333333,0.0749290534211,0.114380343118,6.52308152671,6.52956346956,0.00390396261498,0.194258557909,0.381317583506,0.258698547706,0.819675045458,0.381317583506,-0.36235833765,0.942379199972,-0.5759755608,0.686141716208,0.904373356197,0.758829101407,2.15330025926,1.62892100121,0.524379258046,102834.03-023659.6,102834.03-023659.6,157.14182,-2.616572,58202090,3785,55273,424,0.470205,0.470205,1.0E-4,0,0.47868,2.54E-4,0.04067,-1.0,-1.0,0.4704,0,3298535276544,0,0,0,1,0,,,,0,500.0,4.18,-1.0,5.87,3.05,,,,-1.0,,,,,,-1.0,,,3374.9,2478.0,896.9,6.28,14.3,1.11,0,,,,,,0,,,0,,,,,,1241,51607,301,3,125,1237650804269973641,7.70161,15.7657,27.587,44.2679,65.006,5.748837,10.19641,4.66488,0.712102,0.320969,20.283,19.506,18.898,18.385,17.968,0.059,0.022,0.018,0.029,0.029,-1.0,-1.0,-1.0,-1.0,-1.0,-23.65,0.762,0.193,0.142095,0.103059,0.078147,0.055407,0.221977,0.172963,0.119655,0.088917,0.066138,21.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0,0.0,,,,,,,,1,66.5,424.08,0.05,DR12,DR7,0.7992977033217978
Blind15A_43_S2_1649_1134,HiTS102439-020559,156.164242991,-2.09995005486,1649.1109029,1134.11537037,QSO,BROADLINE,QSO,,0.07012671403,0.12795529459,1.0,0.333333333333,48.5728342372,0.0574145616739,0.421487153725,0.0,150.039276956,0.144052522851,0.262564525346,0.330871018036,0.656965250661,0.739709590844,0.0445812045288,0.0195794617168,0.018970079074,0.034315609857,0.0,1.52079620009,1.3308148343,-0.0337985181066,0.0355264057045,0.0143919911029,0.0274915971317,0.0100247554167,0.0,-1.35348558231,-1.33704221817,-0.838363599251,0.0254792952851,0.0116593276231,0.00736526503925,0.00917876961104,0.0,-0.0263281805916,-0.0811192501421,1.13109488338,-0.00641840654981,-0.00117722640784,1.18391677506,20.472825651,0.00190441060869,0.0217943852223,0.428571428571,-0.133333333333,0.0043061867194,0.00612268716506,2.42503311173,0.0339927478044,0.00414318858747,0.781082978621,0.296886848209,0.686715693946,0.0433621055328,0.289977690836,-0.115564516351,0.742493400001,0.594603774304,0.0389886663597,0.825914844197,0.739750988082,0.49802740078,0.276462639978,0.221564760802,102439.39-020600.5,102439.39-020600.5,156.164142,-2.100153,61350559,3770,55234,778,2.215,2.210014,3.04E-4,0,2.218302,7.52E-4,0.05219,2.2176,2.2207,2.2183,0,3298535555072,0,0,0,0,0,,,,2,-1.2368,5.92,9.01,3.32,-1.0,4543.4,1920.0,2623.5,9.05,33.0,1.36,5367.5,1675.8,3691.7,4.02,35.5,1.31,4123.6,1946.2,2177.4,3.7,32.4,1.29,0,,,,,,0,,,0,,,,,,1241,51607,301,4,119,1237650804806451486,4.02465,8.04774,9.32555,11.3722,17.634,7.227603,17.474957,5.075913,1.835754,0.277857,20.987,20.236,20.076,19.86,19.382,0.1,0.032,0.052,0.07,0.116,4.02465,8.04774,9.32555,11.3722,17.634,-25.89,0.216,0.247,0.181588,0.131703,0.099866,0.070807,0.225322,0.175569,0.121458,0.090256,0.067134,21.786,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0412,14.7471,0.2535,9.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0,0.0,,,,,,,,0,,,,DR12,DR7,0.815955833286594
Blind15A_45_N5_0625_3856,HiTS102911+014837,157.297508748,1.81034423375,625.174649054,3856.95566739,QSO,BROADLINE,QSO,,0.0770209429137,0.981983334317,1.0,0.321428571429,34.7699418838,-7.13562264831E-9,0.59482971118,0.0,421.521429541,0.110789916202,0.130638756714,0.322623366193,0.637492769347,0.879357683085,0.0445565806876,0.0213073439742,0.00486115581169,0.00276735800568,0.0,0.918313406886,1.44060225,-1.25849550056,0.0239365241706,0.00752852262138,0.0114659305194,0.0022075889236,0.0,-1.05736842211,0.0398444192377,-2.53277459261,0.0187163891525,0.00514059048989,0.0052064591287,0.00289210294991,0.0,-0.63132208219,-1.72971226604,-1.87880002086,-0.0584337875186,2.86136695739E-4,3.62000001394,20.6821944885,0.00208279050234,0.0229110699087,0.392857142857,-0.0333333333333,0.00554670309705,0.00669711043529,0.20395454031,0.16836414148,0.00460765795339,0.796838250766,0.352786133847,0.65483410804,0.0479748779326,0.147341790551,-0.741055422108,0.0616403999957,0.21227200166,0.0430766782482,0.821419838598,0.712141716632,-0.095533074636,-0.0788632498616,-0.0166698247744,102911.36+014837.7,102911.36+014837.7,157.297363,1.810491,129037951,4739,55644,222,2.525778,2.525778,3.67E-4,0,2.520224,,0.07094,2.5183,2.5112,-1.0,0,3298535424000,0,0,0,0,0,,,,1,-0.9069,1.74,1.2,-1.0,-1.0,6794.8,3202.2,3592.5,9.32,62.6,1.95,5749.6,2672.2,3077.4,3.7,39.0,2.21,,,,-1.0,,,0,,,123.8,6.0,10.9,0,,,1,977.5,2053.4,,,,1462,51669,301,3,213,1237651753463513278,3.70806,7.73164,8.52655,8.63876,9.34,9.756598,28.256947,18.942867,11.258198,0.696435,21.076,20.279,20.173,20.158,20.067,0.093,0.026,0.029,0.037,0.138,3.70806,7.73164,8.52655,8.63876,9.34,-25.89,-0.004,0.251,0.184784,0.13402,0.101624,0.072052,0.304322,0.237126,0.164043,0.121901,0.090672,21.708,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.019,2658.6551,1.0139,56.4514,,,,,,,,,,,,,,16.271,0.068,15.9,0.99,15.392,0.106,10.2,0.86,12.138,0.379,2.9,1.02,8.729,0.448,2.4,0.0,0000,AACC,0.97,1,4.17884E-31,3.12488E-32,3.12761E-31,3.48281E-32,3.64245E-31,6.55261E-32,5.92927E-31,5.68408E-32,0,,,,DR12,DR7,0.7444396976848401
Blind15A_45_S5_1602_0882,HiTS102819+015414,157.080081239,1.90399815353,1602.1012,882.85563567,QSO,BROADLINE,QSO,,0.0348788851927,0.990186554496,1.0,0.259259259259,399.97112744,-0.0636575857892,0.0504958699494,0.0,248.812571231,0.242962758862,0.526212731658,0.614786807004,0.7871423401,0.903604364757,0.0206211782069,0.00709134058608,0.00684490335031,0.0067347116387,0.0,-1.03215081199,-0.315849557719,-0.271279576463,0.0141140227834,0.00525185310068,0.00134973023282,0.00460083974364,0.0,0.0304614082856,-0.128586200503,0.400151118936,0.0109504043385,0.00244486080238,7.60758245526E-4,0.00363961851302,0.0,0.498949175531,0.617418855582,-0.319720309146,-0.0256854094236,0.00142354044949,0.720303685016,20.1968900347,9.49928835058E-4,0.015799066364,0.259259259259,0.0,0.00244676424053,0.00244220407193,0.491758051738,0.32648003087,0.00467311544619,0.96695128914,0.297160352339,0.999379462092,0.0300818667012,0.193573312428,-0.516352564294,0.0616403999957,-0.20807246237,0.0191856082225,0.828524054797,0.849882021785,-0.0284352058025,-0.171564324748,0.143129118946,102819.20+015413.6,102819.20+015413.6,157.080003,1.903799,129013974,4739,55644,238,2.431,2.436364,2.58E-4,0,2.439076,0.001088,0.04803,2.4366,2.4376,-1.0,0,3298535428096,0,0,0,0,0,,,,1,-0.3002,5.48,5.8,0.69,-1.0,4171.5,1577.1,2594.3,11.78,36.8,1.14,4786.3,1651.0,3135.4,5.07,30.7,1.79,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,3,212,1237651753463447791,5.66358,9.12738,9.18118,9.28692,12.2483,7.885623,27.459278,20.689754,10.5825,0.80907,20.617,20.099,20.093,20.08,19.776,0.068,0.023,0.026,0.036,0.098,5.66358,9.12738,9.18118,9.28692,12.2483,-25.88,-0.081,0.253,0.186364,0.135167,0.102493,0.072669,0.308777,0.240597,0.166444,0.123685,0.091999,21.708,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,2.2133,57.3109,1.8265,178.2902,,,,,,,,,,,,,,16.621,0.087,12.5,0.86,15.683,0.143,7.6,0.82,12.361,0.54,2.0,0.88,8.411,,1.0,0.0,0000,ABCU,0.25,1,4.18824E-31,2.83028E-32,5.19102E-31,3.24477E-32,3.93995E-31,6.04477E-32,6.46226E-31,5.28981E-32,0,,,,DR12,DR7,0.7702377559860222
Blind15A_45_S19_0580_3920,HiTS103104+021822,157.768226513,2.30617594667,580.893343247,3920.32967962,QSO,BROADLINE,QSO,,0.0418220375735,0.668629049854,2.0,0.344827586207,25.8415196922,-0.0176776608741,0.763625704203,0.0,192.383017439,0.0948708479786,0.289940599688,0.412705409962,0.579307455141,0.914607011142,0.0264776773972,0.0132317833452,0.00725206127079,0.00855247737029,0.0,0.868596537241,0.201508633136,-1.22978300515,0.0185409581722,0.0025909937513,0.00413000842795,0.00479809070683,0.0,-0.123325590622,2.21383147744,0.467364696498,0.0113152477223,0.00381523066115,0.00460035569485,0.00215183573441,0.0,0.182750978257,2.04154652194,0.636413899052,0.0187379505807,4.5368168339E-4,1.21469045161,19.7332486726,0.00118930098121,0.0165295343849,0.379310344828,-0.133333333333,0.00277575226723,0.00402143905134,0.9922858977,0.140618739888,0.0040827992892,0.996141094224,0.216210326167,1.6546795522,0.03455922812,0.277227784766,0.405534678506,0.0616403999957,-0.323980174366,0.0234687720088,0.794810514394,0.724195530473,0.088899178474,0.0218890236676,0.0670101548064,103104.35+021822.7,103104.35+021822.7,157.76816,2.306309,132580415,4739,55644,896,2.528312,2.528312,3.23E-4,0,2.525907,,0.02214,2.5264,2.5266,-1.0,0,3298535424000,0,0,0,0,0,,,,1,-0.4899,1.7,1.62,-1.0,-1.0,4332.2,1634.8,2697.4,13.74,27.3,0.763,6343.2,2153.9,4189.3,6.0,23.0,0.734,,,,-1.0,,,0,,,,,,0,,,0,,,,,,1462,51669,301,4,216,1237651754000580763,6.65748,12.5405,13.9197,14.4587,16.0285,8.078406,20.395664,11.729308,6.85083,0.62934,20.441,19.754,19.641,19.6,19.486,0.057,0.019,0.023,0.029,0.085,6.65748,12.5405,13.9197,14.4587,16.0285,-26.43,0.043,0.213,0.156689,0.113644,0.086173,0.061097,0.292693,0.228064,0.157774,0.117243,0.087207,21.708,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0516,298.4412,-0.1032,360.4879,,,,,,,,,,,,,,16.651,0.096,11.4,1.08,15.431,0.109,10.0,0.94,12.191,0.398,2.7,0.91,8.508,,1.9,0.0,0000,AACU,0.04,1,6.78986E-31,3.42922E-32,6.29903E-31,3.84648E-32,9.2793E-31,6.54753E-32,8.94081E-31,5.96943E-32,0,,,,DR12,DR7,0.5354206307152839
Blind15A_47_N6_1930_1173,HiTS104345-000838,160.93772345,-0.143899055716,1930.35679423,1173.77755158,QSO,BROADLINE,QSO,,0.127610178212,0.937930921909,2.0,0.269230769231,12.6805903625,-0.0378859015275,1.70346472392,0.0,100.983856878,0.116047798108,0.24083731922,0.51689318958,0.663798645967,0.98783630959,0.0867612063832,0.0350137704372,0.0298398474899,0.0125611410667,0.0,-1.20249980197,0.144628576568,-2.43128680406,0.0476769702291,0.00141678988907,0.0149950424438,0.00518724084168,0.0,-0.301736987077,-1.0671295683,0.559670156971,0.0314956617722,0.0145367905461,0.0073084888103,0.0038687165195,0.0,0.540474163453,-0.561523572918,-0.259720793079,0.0655069111445,0.00495947596951,1.97133165288,21.6009383609,0.00344109419928,0.0590573431069,0.269230769231,0.1,0.00764290514371,0.0109104902844,6.32473902276,0.0345796523502,0.0227169466061,0.368156134062,0.351898839101,0.839845446082,0.109739886317,0.371120590187,0.665944157228,0.94363499996,-0.0207068481782,0.0743308636928,0.848078406625,0.781441063104,0.259430475219,-0.174173829351,0.43360430457,104345.06-000838.5,104345.06-000838.5,160.937786,-0.144043,92807618,3834,56014,326,2.242238,2.242238,3.94E-4,0,2.234072,6.61E-4,0.1904,2.2377,2.2476,-1.0,0,2199023910912,0,0,0,1,0,,,,2,0.756,15.46,17.08,10.85,-1.0,3828.1,2181.8,1646.3,5.49,40.1,1.78,10039.7,2512.7,7527.1,1.33,50.3,6.51,,,,-1.0,,,0,,,,,,0,,,0,,,,,,756,51259,301,3,301,1237648721222369638,1.16394,2.34227,2.41095,2.93409,4.78068,28.267591,87.199013,56.192009,21.483017,1.476468,22.32,21.574,21.542,21.327,20.776,0.171,0.049,0.06,0.079,0.179,-1.0,-1.0,-1.0,-1.0,-1.0,-24.45,0.113,0.246,0.180924,0.131221,0.099501,0.070547,0.173667,0.13532,0.093614,0.069565,0.051744,21.74,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,0.0188,52.4884,0.1931,23.7707,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.0342E-31,2.66782E-32,1.25195E-31,4.02526E-32,1.75233E-31,5.86335E-32,1.71029E-31,5.19847E-32,0,,,,DR12,DR7,0.5650100473665832
Blind15A_47_S24_0973_0727,HiTS104337+003502,160.905446143,0.584034125552,973.876731535,727.382452312,QSO,BROADLINE,QSO,,0.0644112144867,0.702378426203,1.0,0.304347826087,147.5701354,-0.0342377343354,0.143354393617,0.0,221.78372575,0.339076372351,0.419714000499,0.555291221023,0.66523645582,0.892067937108,0.0408167946624,0.00477468748251,0.0229581077866,0.0241534777591,0.0,-0.825984410368,1.27893429109,1.44729700685,0.0319568982265,0.0035111889283,0.0158781103989,0.0129106347827,0.0,0.554844191747,-0.478459060826,0.993329624546,0.0288487190929,0.0174844281706,0.00669025666323,0.0149084502497,0.0,1.43930272082,1.07232999777,0.4128380909,-0.0118392374893,-0.00156910674306,1.42163726633,21.1548272763,0.00188276139754,0.0389756464348,0.260869565217,0.0666666666667,0.00384167342394,0.00545869608284,0.372628577544,0.0762192438801,0.00477554932735,0.999999538322,0.230941140244,1.04571447437,0.0621043608352,0.236435582651,-0.263205239744,0.134804999994,-0.501294117563,0.0398294921674,0.798656143693,0.767671140546,0.0122440415388,-0.0879118420046,0.100155883543,104337.32+003502.2,104337.32+003502.2,160.905533,0.583972,107346901,3834,56014,734,2.325,2.305133,5.85E-4,0,2.303671,6.5E-4,0.06743,-1.0,-1.0,2.3215,0,2199023910912,0,0,0,1,0,,,,0,500.0,5.75,3.16,2.3,-1.0,,,,-1.0,,,,,,-1.0,,,5490.4,2299.9,3190.4,2.76,63.5,2.41,0,,,,,,0,,,0,,,,,,2141,51962,301,5,122,1237654670814085503,3.10288,4.57505,4.30087,4.66242,6.43007,10.855145,39.966412,28.218016,11.565625,0.733548,21.268,20.849,20.915,20.827,20.465,0.106,0.038,0.047,0.068,0.192,-1.0,-1.0,-1.0,-1.0,-1.0,-25.04,-0.084,0.271,0.199706,0.144844,0.109831,0.077871,0.215416,0.167851,0.116118,0.086288,0.064183,21.78,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1,-0.0314,213.1716,0.3866,184.4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,1,1.28548E-31,2.03748E-32,1.91937E-31,3.12503E-32,2.57768E-31,5.36948E-32,3.98307E-31,5.1398E-32,0,,,,DR12,DR7,0.38442435952386705
